schl,aun,name,districtname,leatype,total,d_asian,d_black,d_hispanic,d_islander,d_native,d_white,d_2_or_more,d_econ,d_ell,d_sped,d_title_1,d_male,d_female,d_street,d_state,d_zip,d_telephone,d_Website,d_county,d_cte_programs,d_enrollment,d_gifted,d_grades_offered,d_iu_name,d_iu_website
2758,113385003,East Hanover El Sch,Northern Lebanon School District,SD,183,2.2,1.6,12,0,0,84.2,0,31.2,3.8,15.3,Yes,48.1,51.9,1098 School House Road,PA,17003,717-865-3595,http://www.norleb.k12.pa.us,East Hanover,Not Available,183,0.6,"1, 2, 3, 4, 5",Lancaster-Lebanon IU 13,http://www.iu13.org
2760,113385003,Northern Lebanon SHS,Northern Lebanon School District,SD,696,0.9,1.3,5.2,0.1,0,92.1,0.4,32.8,0.9,18,No,52.3,47.7,345 School Dr,PA,17026,717-865-2117,http://www.norleb.k12.pa.us,Fredericksburg,Not Available,696,7.9,"9, 10, 11, 12",Lancaster-Lebanon IU 13,http://www.iu13.org
2761,113385303,Forge Road El Sch,Palmyra Area School District,SD,354,0.6,2.3,5.4,0,0,87.3,4.5,23.4,0.0,15.8,Yes,50.6,49.4,400 S Forge Rd,PA,17078,717-838-1331,http://www.pasd.us,Palmyra,Not Available,354,0.8,"1, 2, 3, 4, 5",Lancaster-Lebanon IU 13,http://www.iu13.org
2764,113385303,Pine Street El Sch,Palmyra Area School District,SD,362,3.9,0.6,6.6,1.1,0.3,84.2,3.3,28.4,1.1,18,Yes,48.9,51.1,50 W Pine St,PA,17078,717-838-1331,http://www.pasd.us,Palmyra,Not Available,362,0.6,"1, 2, 3, 4, 5",Lancaster-Lebanon IU 13,http://www.iu13.org
2765,113385303,Palmyra Area MS,Palmyra Area School District,SD,897,2.6,0.9,6,0,0,87.2,3.3,24,0.4,19.2,No,51.2,48.8,50 W Cherry St,PA,17078,717-838-1331,http://www.pasd.us,Palmyra,Not Available,897,2.6,"6, 7, 8",Lancaster-Lebanon IU 13,http://www.iu13.org
2766,113385303,Palmyra Area SHS,Palmyra Area School District,SD,1123,2.8,0.8,5.5,0.1,0,88.2,2.6,21.3,0.5,16.6,No,51.8,48.2,1125 Park Dr,PA,17078,717-838-1331,http://www.pasd.us,Palmyra,Not Available,1123,2.4,"9, 10, 11, 12",Lancaster-Lebanon IU 13,http://www.iu13.org
2768,121390302,Hiram W Dodd El Sch,Allentown City School District,SD,649,2,12.5,72,0.2,0,9.1,4.3,74.3,12.0,16.3,Yes,51.3,48.7,1944 S Church St,PA,18103,484-765-4501,http://www.allentownsd.org/,Allentown,Not Available,649,0.6,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2774,121390302,Jefferson El Sch,Allentown City School District,SD,557,0.5,15.3,67.7,0.2,0,9,7.4,69.5,13.8,17.1,Yes,50.4,49.6,750 Saint John St,PA,18103,484-765-4421,http://www.allentownsd.org/,Allentown,Not Available,557,0.4,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2775,121390302,Lehigh Parkway El Sch,Allentown City School District,SD,338,1.5,16.6,63.6,0.3,0,13.3,4.7,68.9,9.8,10.9,Yes,50.3,49.7,1708 Coronado St,PA,18103,484-765-4441,http://www.allentownsd.org/,Allentown,Not Available,338,1.5,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2777,121390302,McKinley El Sch,Allentown City School District,SD,240,2.1,10,80,0,0,5.8,2.1,92.9,22.1,12.9,Yes,45.4,54.6,1124 W Turner St,PA,18102,484-765-5461,http://www.allentownsd.org/,Allentown,Not Available,240,1.2,"1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2779,121390302,Mosser El Sch,Allentown City School District,SD,549,0.7,11.8,74.3,0.6,0.2,6.7,5.6,88,12.2,14.9,Yes,53,47,129 S Dauphin St,PA,18109,484-765-5881,http://www.allentownsd.org/,Allentown,Not Available,549,0.7,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2780,121390302,Muhlenberg El Sch,Allentown City School District,SD,448,2.7,17.2,56.5,0.4,0.2,21.4,1.6,79.5,8.3,15.6,Yes,53.4,46.6,740 N 21st St,PA,18104,484-765-4861,http://www.allentownsd.org/,Allentown,Not Available,448,2,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2781,121390302,Ritter El Sch,Allentown City School District,SD,604,2.6,10.3,62.6,0,0.3,21.2,3,83.9,9.6,11.8,Yes,53.3,46.7,790 N Plymouth Street,PA,18109,484-765-5661,http://www.allentownsd.org/,Allentown,Not Available,604,1.2,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2782,121390302,Roosevelt El Sch,Allentown City School District,SD,670,1,14.8,73.1,0,0,9.1,1.9,89.7,10.7,18.5,Yes,53.6,46.4,210 W Susquehanna St,PA,18103,484-765-4461,http://www.allentownsd.org/,Allentown,Not Available,670,0.4,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2785,121390302,Union Terrace El Sch,Allentown City School District,SD,669,2.4,18.2,65.8,0,0.4,8.5,4.6,89.4,11.8,16.4,Yes,53.7,46.3,1939 W Union St,PA,18104,484-765-5481,http://www.allentownsd.org/,Allentown,Not Available,669,0.4,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2786,121390302,Washington El Sch,Allentown City School District,SD,427,0.9,10.5,77.5,0,0,3.3,7.7,95.6,18.0,14.8,Yes,50.1,49.9,837 N 9th St,PA,18102,484-765-4941,http://www.allentownsd.org/,Allentown,Not Available,427,0.7,"1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2790,121390302,Central El Sch,Allentown City School District,SD,727,0.1,18,73.2,0,0.4,4.1,4.1,77.7,14.3,12.4,Yes,55.3,44.7,829 W Turner St,PA,18102,484-765-4801,http://www.allentownsd.org/,Allentown,Not Available,727,0,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2791,121390302,Harrison-Morton MS,Allentown City School District,SD,753,0.7,12.9,70.8,0.1,0.1,12.4,3,84.3,14.3,19,Yes,54,46,137 N 2nd St,PA,18101,484-765-5701,http://www.allentownsd.org/,Allentown,Not Available,753,1.5,"6, 7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
2792,121390302,Francis D Raub MS,Allentown City School District,SD,859,2,17.1,69.8,0.4,0.4,6.6,3.7,84.9,19.4,21.9,Yes,57.3,42.7,102 S Saint Cloud St,PA,18104,484-765-5301,http://www.allentownsd.org/,Allentown,Not Available,859,2.4,"6, 7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
2793,121390302,South Mountain MS,Allentown City School District,SD,972,1.2,13.5,69.9,0.3,0.3,10.1,4.7,85.9,9.6,22.9,Yes,54.9,45.1,709 W Emaus Ave,PA,18103,484-765-4301,http://www.allentownsd.org/,Allentown,Not Available,972,3.5,"6, 7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
2794,121390302,William Allen HS,Allentown City School District,SD,2747,1.4,16.6,72.1,0.1,0.1,9.5,0.3,76.3,20.6,20.7,Yes,54,46,106 N 17th St,PA,18104,484-765-5001,http://www.allentownsd.org/,Allentown,Not Available,2747,4.1,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2795,121390302,Louis E Dieruff HS,Allentown City School District,SD,1839,1.2,13.3,70,0,0.1,14.7,0.6,77.8,13.9,20.2,Yes,51.8,48.2,815 N Irving St,PA,18109,484-765-5501,http://www.allentownsd.org/,Allentown,Not Available,1839,3.4,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2797,121391303,Catasauqua MS,Catasauqua Area School District,SD,489,1.2,6.8,30.1,0,0.2,56,5.7,55,1.8,19.6,No,53.4,46.6,850 Pine street,PA,18032,610-264-4341,http://www.cattysd.org,Catasauqua,Not Available,489,2.9,"5, 6, 7, 8",Carbon-Lehigh IU 21,http://www.cliu.org
2798,121391303,Catasauqua SHS,Catasauqua Area School District,SD,473,1.9,7.8,25.4,0,0.4,59.8,4.6,44.6,1.5,22.2,No,53.9,46.1,2500 W Bullshead Rd,PA,18067,610-697-0111,http://www.cattysd.org,Northampton,Not Available,473,2.5,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2799,121392303,Alburtis El Sch,East Penn School District,SD,340,2.1,1.5,18.2,0,0,73.8,4.4,33.5,3.2,16.2,Yes,51.2,48.8,222 West Third Street,PA,18011,610-965-1633,http://www.eastpennsd.org,Alburtis,Not Available,340,1.8,"K5H, K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2802,121392303,Lincoln El Sch,East Penn School District,SD,389,2.3,2.3,17.5,0.5,0,71.5,5.9,40.4,3.3,18,Yes,45,55,233 Seem St,PA,18049,610-965-1636,http://www.eastpennsd.org,Emmaus,Not Available,389,1.8,"K5H, K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2804,121392303,Macungie El Sch,East Penn School District,SD,523,2.5,2.9,11.1,0.2,0,80.9,2.5,29.2,1.9,21.8,Yes,54.7,45.3,4062 Brookside Rd,PA,18062,610-965-1617,http://www.eastpennsd.org,Macungie,Not Available,523,3.8,"K5H, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2808,121392303,Jefferson El Sch,East Penn School District,SD,280,1.4,4.3,15.7,0,0,72.9,5.7,36.8,3.2,20.7,Yes,54.3,45.7,520 Elm St,PA,18049,610-965-1645,http://www.eastpennsd.org,Emmaus,Not Available,280,2.1,"K5H, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2809,121392303,Emmaus HS,East Penn School District,SD,2754,5.4,4.5,11.5,0,0.1,76.9,1.6,26.3,1.3,14.4,No,52.3,47.7,500 Macungie Ave,PA,18049,610-965-1651,http://www.eastpennsd.org,Emmaus,Not Available,2754,7.6,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2813,121394503,Peters El Sch,Northern Lehigh School District,SD,328,0.3,1.2,11.6,0,0,83.8,3,38.4,0.9,20.1,Yes,54,46,4055 Friedens Rd,PA,18080,610-767-9827,http://www.nlsd.org,Slatington,Not Available,328,0,"K5F, 1, 2",Carbon-Lehigh IU 21,http://www.cliu.org
2818,121394503,Northern Lehigh SHS,Northern Lehigh School District,SD,512,1,0.6,10.4,0,0,85.2,2.9,41,0.6,14.5,No,55.9,44.1,1 Bulldog Ln,PA,18080,610-767-9832,http://www.nlsd.org,Slatington,Not Available,512,3.1,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2819,121394603,Weisenberg El Sch,Northwestern Lehigh School District,SD,403,0.7,0.5,3.2,0,0,92.6,3,10.9,0.0,17.4,No,49.4,50.6,2665 Golden Key Rd,PA,19530,610-298-8661,http://www.nwlehighsd.org,Kutztown,Not Available,403,1.5,"K5H, 1, 2, 3, 4, 5        ",Carbon-Lehigh IU 21,http://www.cliu.org
2821,121394603,Northwestern Lehigh HS,Northwestern Lehigh School District,SD,743,2,0.8,5.5,0,0.3,91.2,0.1,14.8,0.3,15.3,No,52.5,47.5,6493 Route 309,PA,18066,610-298-8661,http://www.nwlehighsd.org,New Tripoli,Not Available,743,7.4,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2823,121395103,Ironton Sch,Parkland School District,SD,377,1.9,2.1,15.9,0,0,77.4,2.6,31.3,4.0,15.9,Yes,56,44,3135 Levans Rd,PA,18037,610-351-5810,http://www.parklandsd.org,Coplay,Not Available,377,5.3,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2824,121395103,Cetronia Sch,Parkland School District,SD,579,20.9,3.4,13.8,0,0,57.5,4.3,21.6,4.7,11.4,Yes,52.5,47.5,3635 Broadway,PA,18104,610-351-5860,http://www.parklandsd.org,Allentown,Not Available,579,3.8,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2825,121395103,Schnecksville Sch,Parkland School District,SD,424,2.1,2.4,15.8,0,0.2,75,4.5,34.2,2.6,21.7,Yes,52.1,47.9,4260 Sand Spring Rd,PA,18078,610-351-5830,http://www.parklandsd.org,Schnecksville,Not Available,424,3.8,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2826,121395103,Parkway Manor Sch,Parkland School District,SD,556,20.5,4.9,12.8,0.2,0,58.1,3.6,22.3,4.9,12.4,Yes,51.1,48.9,768 Parkway Rd,PA,18104,610-351-5850,http://www.parklandsd.org,Allentown,Not Available,556,7.7,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2827,121395103,Kratzer Sch,Parkland School District,SD,455,6.4,2.9,22.6,0.4,0,63.3,4.4,32.1,5.9,16.9,Yes,53.4,46.6,2200 Huckleberry Rd,PA,18104,610-351-5820,http://www.parklandsd.org,Allentown,Not Available,455,2.6,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2829,121395103,Parkland HS,Parkland School District,SD,3216,11.1,4.2,12.5,0.1,0.1,69,3.1,24.5,1.5,14.1,No,51.4,48.6,2700 N Cedar Crest Blvd,PA,18104,610-351-5600,http://www.parklandsd.org,Allentown,Not Available,3216,9.8,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2832,121395603,Western Salisbury El Sch,Salisbury Township School District,SD,243,2.1,4.9,7.4,0,0,76.5,9,23.5,5.8,21.8,No,50.2,49.8,3201 Devonshire Rd,PA,18103,610-797-1688,http://www.stsd.org,Allentown,Not Available,243,2.5,"K5F, 1, 2, 3, 4, 5",Carbon-Lehigh IU 21,http://www.cliu.org
2833,121395603,Salisbury SHS,Salisbury Township School District,SD,573,3.7,3.5,15.4,0.2,0.2,72.2,4.9,34.7,3.0,18.7,No,54.1,45.9,500 E Montgomery St,PA,18103,610-797-4107,http://www.stsd.org,Allentown,Not Available,573,9.6,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2839,121395703,Southern Lehigh SHS,Southern Lehigh School District,SD,1080,5.3,3,5.8,0,0.3,84.6,1,13.2,0.6,9.4,No,51.4,48.6,5800 Main St,PA,18034,610-282-1421,http://www.slsd.org,Center Valley,Not Available,1080,5,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2848,121397803,Whitehall HS,Whitehall-Coplay School District,SD,1426,4.9,9.3,28.3,0.5,0.1,55.2,1.8,49.8,5.2,16.5,No,48.2,51.8,3800 Mechanicsville Rd,PA,18052,610-437-5081,http://www.whitehallcoplay.org,Whitehall,Not Available,1426,0.2,"9, 10, 11, 12",Carbon-Lehigh IU 21,http://www.cliu.org
2858,118401403,Fairview El Sch,Crestwood School District,SD,633,3.6,2.4,1.6,0,0,92.3,0.2,8.4,0.9,12.5,Yes,46.4,53.6,117 Spruce Street,PA,18707,570-474-5942,http://www.csdcomets.org/,Mountaintop,Not Available,633,1.3,"K5F, 1, 2, 3, 4, 5, 6",Luzerne IU 18,http://www.liu18.org
2860,118401403,Crestwood HS,Crestwood School District,SD,889,3.9,1.4,3,0,0.1,91.1,0.4,6.1,0.2,9.3,No,53.8,46.2,281 S Mountain Blvd,PA,18707,570-474-6782,http://www.csdcomets.org/,Mountain Top,Not Available,889,1.9,"9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
2868,118401603,Dallas El Sch,Dallas School District,SD,557,1.3,0.2,2.7,0,0,92.5,3.4,23.2,0.4,13.1,Yes,52.1,47.9,2000 Conyngham Avenue,PA,18612,570-674-7271,http://www.dallassd.com,Dallas,Not Available,557,3,"K5H, K5F, 1, 2, 3, 4, 5",Luzerne IU 18,http://www.liu18.org
2869,118401603,Dallas SHS,Dallas School District,SD,868,2.3,1,1.7,0,0,93.9,1,20.5,0.3,13.9,No,52.8,47.2,2030 Conyngham Avenue,PA,18612,570-674-7230,http://www.dallassd.com,Dallas,Not Available,868,9.3,"9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
2874,118409203,Wyoming Area Primary Ctr,Wyoming Area School District,SD,476,0.4,1.9,6.9,0.2,0.2,86.8,3.6,51.3,0.2,20,Yes,50.4,49.6,55 Tenth Street,PA,18644,570-693-1914,http://www.wyomingarea.org/,Wyoming,Not Available,476,0,"1, 2, 3",Luzerne IU 18,http://www.liu18.org
2875,118409203,Wyoming Area Kindergarten Ctr,Wyoming Area School District,SD,156,0.6,1.3,3.8,0,0,89.1,5.1,26.9,0.6,9,Yes,50.6,49.4,50 Penn Ave,PA,18643,570-655-2146,http://www.wyomingarea.org/,Exeter,Not Available,156,0,K5F,Luzerne IU 18,http://www.liu18.org
2878,118409302,Dana El Ctr,Wyoming Valley West School District,SD,579,1.2,1.6,7.2,0,0,83.8,6.2,45.9,1.7,13.3,Yes,50.4,49.6,50 Dana Street,PA,18704,570-283-0591,http://www.wvwspartans.org,Forty Fort,Not Available,579,0.2,"K5F, 1, 2, 3, 4, 5",Luzerne IU 18,http://www.liu18.org
2888,118403003,Lee Park El Sch,Hanover Area School District,SD,307,1,12,17.9,0,0,66.4,2.6,66.8,3.6,18.2,Yes,47.9,52.1,99 Lee Park Ave,PA,18706,570-824-4741,http://www.hanoverarea.org,Hanover Township,Not Available,307,0.3,"2, 3",Luzerne IU 18,http://www.liu18.org
2891,118403003,Hanover Area JSHS,Hanover Area School District,SD,935,0.9,10.3,13.4,0,0,73.6,1.9,51.4,2.6,18.1,No,50.6,49.4,1600 Sans Souci Pkwy,PA,18706,570-831-2300,http://www.hanoverarea.org,Hanover Township,Not Available,935,0.6,"7, 8, 9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
2917,118409302,Schuyler Avenue El Sch,Wyoming Valley West School District,SD,228,0.9,10.1,18,0,0,61.8,9.2,73.2,0.0,19.7,Yes,51.3,48.7,715 Schuyler Avenue,PA,18704,570-287-6041,http://www.wvwspartans.org,Kingston,Not Available,228,0,"K5F, 1, 2, 3, 4, 5",Luzerne IU 18,http://www.liu18.org
2918,118409302,Third Avenue El Sch,Wyoming Valley West School District,SD,127,3.9,7.1,11.8,0,0,70.1,7.1,58.3,0.0,14.2,Yes,48.8,51.2,131 Rear Third Ave & Davis St,PA,18704,570-288-2282,http://www.wvwspartans.org,Kingston,Not Available,127,0,"K5F, 1, 2, 3, 4, 5",Luzerne IU 18,http://www.liu18.org
2920,118403903,Ross El Sch,Lake-Lehman School District,SD,216,0,0.5,0.5,0,0,97.7,1.4,35.6,0.5,14.4,Yes,47.2,52.8,5148 Main Rd,PA,18656,570-477-5050,http://www.lake-lehman.k12.pa.us,Sweet Valley,Not Available,216,0,"K5F, 1, 2, 3, 4, 5, 6",Luzerne IU 18,http://www.liu18.org
2922,118403903,Lehman-Jackson El Sch,Lake-Lehman School District,SD,379,0.3,0.5,1.8,0,0,96.8,0.5,23.2,0.0,17.4,No,50.7,49.3,1237 Market St,PA,18612,570-675-2165,http://www.lake-lehman.k12.pa.us,Dallas,Not Available,379,2.6,"K5F, 1, 2, 3, 4, 5, 6",Luzerne IU 18,http://www.liu18.org
2924,118403903,Lake-Lehman JSHS,Lake-Lehman School District,SD,891,0.8,0.8,1.2,0,0.6,96.3,0.3,26,0.1,18.1,No,48,52,Old Route 115,PA,18627,570-675-7458,http://www.lake-lehman.k12.pa.us,Lehman,Not Available,891,2.7,"7, 8, 9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
2933,118402603,J F Kennedy El Sch,Greater Nanticoke Area School District,SD,171,0.6,7.6,7,0,0.6,80.7,3.5,70.2,0.6,1.2,Yes,44.4,55.6,513 Kosciuszko St,PA,18634,570-735-6450,http://www.gnasd.com,Nanticoke,Not Available,171,1.2,2,Luzerne IU 18,http://www.liu18.org
2939,118402603,K M Smith El Sch,Greater Nanticoke Area School District,SD,351,0.3,6.3,11.4,0,0,79.8,2.3,66.7,0.6,21.4,Yes,50.4,49.6,25 Robert St,PA,18634,570-735-3740,http://www.gnasd.com,Nanticoke,Not Available,351,0,"K5F, 1",Luzerne IU 18,http://www.liu18.org
2955,118406003,Northwest Area Intermediate Sch,Northwest Area School District,SD,220,0,0,0.9,0,0,97.3,1.8,49.1,0.0,22.3,Yes,50,50,21 Sunset Lake Rd,PA,18655,570-256-3649,http://www.northwest.k12.pa.us,Shickshinny,Not Available,220,1.4,"4, 5, 6",Luzerne IU 18,http://www.liu18.org
2956,118406003,Northwest Area Primary Sch,Northwest Area School District,SD,288,0.7,0.7,3.1,0.4,0,92.7,2.4,50.4,0.0,19.4,Yes,51.7,48.3,417 Shickshinny Lake Rd,PA,18655,570-864-3461,http://www.northwest.k12.pa.us,Shickshinny,Not Available,288,0.4,"PreKF, K5F, 1, 2, 3        ",Luzerne IU 18,http://www.liu18.org
2958,118406003,Northwest Area HS,Northwest Area School District,SD,503,0.2,1.8,1.2,0,0,95.8,1,44.7,0.0,19.5,No,49.5,50.5,243 Thorne Hill Rd,PA,18655,570-542-4126,http://www.northwest.k12.pa.us,Shickshinny,Not Available,503,1.4,"7, 8, 9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
2995,118408852,Dodson El Sch,Wilkes-Barre Area School District,SD,569,1.9,19,48.5,0,0,23.2,7.4,83,9.5,13.9,Yes,49.2,50.8,80 Jones St,PA,18702,570-826-7185,http://www.wbasd.k12.pa.us,Wilkes Barre,Not Available,569,0,"K5F, 1, 2, 3, 4, 5, 6",Luzerne IU 18,http://www.liu18.org
3007,118408852,James M Coughlin JSHS,Wilkes-Barre Area School District,SD,876,1.7,12.7,17.4,0.1,0,65.1,3.1,63.1,4.6,15.9,No,51.5,48.5,80 N Washington St,PA,18701,570-826-7111,http://www.wbasd.k12.pa.us,Wilkes Barre,Not Available,876,3.8,"9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
3008,118408852,G A R Memorial JSHS,Wilkes-Barre Area School District,SD,937,0.8,25.6,43.1,0.1,0.1,26.7,3.6,88.3,16.3,21.3,Yes,50,50,250 South Grant Street,PA,18702,570-826-7165,http://www.wbasd.k12.pa.us,Wilkes-Barre,Not Available,937,0.1,"7, 8, 9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
3009,118408852,Elmer L Meyers JSHS,Wilkes-Barre Area School District,SD,964,3,22.8,32.3,0,0,36,5.9,79.4,9.4,23.3,Yes,54.9,45.1,341 Carey Ave,PA,18702,570-826-7145,http://www.wbasd.k12.pa.us,Wilkes Barre,Not Available,964,4.7,"7, 8, 9, 10, 11, 12",Luzerne IU 18,http://www.liu18.org
3018,117412003,George A Ferrell El Sch,East Lycoming School District,SD,163,0.6,0,0,0,0,96.9,2.4,40.5,0.0,10.4,No,47.2,52.8,34 Court Street,PA,17762,570-584-3341,http://www.eastlycoming.net,Picture Rocks,Not Available,163,0.6,"K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
3019,117412003,Joseph C Ashkar El Sch,East Lycoming School District,SD,519,1.4,0.2,1,0.8,0.2,94.2,2.3,43.2,0.4,13.3,Yes,49.9,50.1,350 South Broad Street,PA,17737,570-584-5121,http://www.eastlycoming.net,Hughesville,Not Available,519,0.8,"PreKH, K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
3021,117412003,Carl G Renn El Sch,East Lycoming School District,SD,250,0.8,0,2,0,0,95.2,2,47.2,0.4,11.2,Yes,51.2,48.8,183 School Lane,PA,17742,570-584-3070,http://www.eastlycoming.net,Lairdsville,Not Available,250,2,"PreKH, K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
3031,117414003,Avis El Sch,Jersey Shore Area School District,SD,220,0,1.4,0,0,0.4,92.3,5.9,44.6,0.0,9.1,Yes,50.9,49.1,1088 Third St,PA,17740,570-753-5220,http://www.jsasd.org,Jersey Shore,Not Available,220,1.4,"K5F, 1, 2, 3, 4, 5",BLaST IU 17,http://www.iu17.org
3033,117414003,Jersey Shore Area MS,Jersey Shore Area School District,SD,587,0.3,0.5,0.3,0.7,0,96.1,2,49.2,0.0,16.9,No,52.3,47.7,601 Thompson St,PA,17740,570-398-7400,http://www.jsasd.org,Jersey Shore,Not Available,587,1,"6, 7, 8",BLaST IU 17,http://www.iu17.org
3034,117414003,Jersey Shore Area SHS,Jersey Shore Area School District,SD,742,0.1,0.9,0.9,0.1,0.1,97,0.7,43,0.0,12.3,No,49.3,50.7,701 Cemetery St,PA,17740,570-398-7170,http://www.jsasd.org,Jersey Shore,Not Available,742,0.3,"9, 10, 11, 12",BLaST IU 17,http://www.iu17.org
3036,117414203,Donald E. Schick Sch,Loyalsock Township School District,SD,675,2.8,5.6,2.8,0.3,0.2,79.7,8.6,46.4,0.3,15,Yes,48.4,51.6,2800 Four Mile Dr,PA,17754,570-326-3554,http://www.ltsd.k12.pa.us,Montoursville,Not Available,675,0.4,"K5F, 1, 2, 3, 4, 5",BLaST IU 17,http://www.iu17.org
3037,117414203,Loyalsock Twp MS,Loyalsock Township School District,SD,369,3.8,6.5,4.1,0.3,0,78.6,6.8,40.9,1.6,9.5,No,48,52,2101 Loyalsock Dr,PA,17701,570-323-9439,http://www.ltsd.k12.pa.us,Williamsport,Not Available,369,2.2,"6, 7, 8",BLaST IU 17,http://www.iu17.org
3039,117415004,Montgomery El Sch,Montgomery Area School District,SD,549,0.6,1.3,2.2,0,0.2,93.4,2.4,45.5,0.2,12.4,Yes,50.3,49.7,120 Penn St,PA,17752,570-547-1608,http://www.montasd.org,Montgomery,Not Available,549,0.2,"PreKF, K4F, K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
3040,117415004,Montgomery JSHS,Montgomery Area School District,SD,380,0.5,1.3,2.4,0,0,93.4,2.4,46.8,0.3,11.1,No,55,45,120 Penn Street,PA,17752,570-547-1608,http://www.montasd.org,Montgomery,Not Available,380,1,"7, 8, 9, 10, 11, 12",BLaST IU 17,http://www.iu17.org
3042,117415103,Lyter El Sch,Montoursville Area School District,SD,464,1.3,0,3.7,0,0,91.6,3.4,34.3,0.4,12.7,Yes,51.5,48.5,900 Spruce St,PA,17754,570-368-2614,http://www.montoursville.k12.pa.us,Montoursville,Not Available,464,0,"K5F, 1, 2, 3, 4",BLaST IU 17,http://www.iu17.org
3044,117415103,Loyalsock Valley El Sch,Montoursville Area School District,SD,237,0,0.8,2.5,0,0,92.4,4.2,35,0.0,12.7,Yes,50.6,49.4,3790 Route 87 Highway,PA,17754,570-435-0446,http://www.montoursville.k12.pa.us,Montoursville,Not Available,237,0,"K5F, 1, 2, 3, 4",BLaST IU 17,http://www.iu17.org
3045,117415103,Montoursville Area SHS,Montoursville Area School District,SD,630,0.3,0.8,1.6,0.2,0.2,96.4,0.6,32.7,0.0,14.1,No,50.2,49.8,700 Mulberry St,PA,17754,570-368-2611,http://www.montoursville.k12.pa.us,Montoursville,Not Available,630,0,"9, 10, 11, 12",BLaST IU 17,http://www.iu17.org
3047,117415303,Ward L Myers El Sch,Muncy School District,SD,590,0.8,0.5,1.9,0,0.3,94.2,2.2,37.5,0.7,13.6,Yes,53.7,46.3,125 New St,PA,17756,570-546-3129,http://www.muncysd.org,Muncy,Not Available,590,1.5,"K5F, 1, 2, 3, 4, 5, 6",BLaST IU 17,http://www.iu17.org
3048,117415303,Muncy JSHS,Muncy School District,SD,474,0.4,1,3.4,0,0.8,93.2,1,38.4,0.0,17.7,No,50,50,200 W Penn St,PA,17756,570-546-3127,http://www.muncysd.org,Muncy,Not Available,474,2.7,"7, 8, 9, 10, 11, 12",BLaST IU 17,http://www.iu17.org
